  -0.506160E-20    113.388    
  -0.506160E-20    54.7980    
  -0.506160E-20    39.9520    
  -0.506160E-20    67.4380    
  -0.506160E-20    93.2657    
  -0.506160E-20    39.6746    
  -0.506160E-20    105.094    
  -0.506160E-20    155.174    
  -0.506160E-20    84.5838    
  -0.506160E-20    114.589    
  -0.506160E-20    96.2821    
  -0.506160E-20    135.760    
  -0.506160E-20    67.4380    
  -0.506160E-20    129.569    
  -0.506160E-20    86.8845    
  -0.506160E-20    113.388    
  -0.506160E-20    54.7980    
  -0.506160E-20    57.2153    
  -0.506160E-20    131.705    
  -0.506160E-20    132.008    
  -0.506160E-20    158.563    
  -0.506160E-20    105.094    
  -0.506160E-20    155.174    
  -0.506160E-20    93.8135    
  -0.260643E-21    55.9964    
  -0.260643E-21    30.4813    
  -0.260643E-21    23.0029    
  -0.260643E-21    94.9281    
  -0.260643E-21    100.142    
  -0.260643E-21    96.8173    
  -0.260643E-21    39.9185    
  -0.260643E-21    84.8709    
  -0.260643E-21    48.2158    
  -0.260643E-21    101.775    
  -0.260643E-21    162.860    
  -0.260643E-21    134.675    
  -0.260643E-21    100.142    
  -0.260643E-21    94.9281    
  -0.260643E-21    96.8173    
  -0.260643E-21    56.7347    
  -0.260643E-21    122.914    
  -0.260643E-21    86.5883    
  -0.260643E-21    162.860    
  -0.260643E-21    101.775    
  -0.260643E-21    134.675    
  -0.260643E-21    125.748    
  -0.260643E-21    113.363    
  -0.260643E-21    82.4617    
  -0.158039E-21    146.776    
  -0.158039E-21    84.0655    
  -0.158039E-21    105.978    
  -0.158039E-21    146.776    
  -0.158039E-21    84.0655    
  -0.158039E-21    105.978    
  -0.158039E-21    135.515    
  -0.158039E-21    161.862    
  -0.158039E-21    148.041    
  -0.158039E-21    135.515    
  -0.158039E-21    161.862    
  -0.158039E-21    148.041    
  -0.158039E-21    137.972    
  -0.158039E-21    123.958    
  -0.158039E-21    119.019    
  -0.158039E-21    137.972    
  -0.158039E-21    123.958    
  -0.158039E-21    119.019    
  -0.158039E-21    148.893    
  -0.158039E-21    136.770    
  -0.158039E-21    160.338    
  -0.158039E-21    148.893    
  -0.158039E-21    136.770    
  -0.158039E-21    160.338    
  -0.526888E-20    98.8141    
  -0.526888E-20    78.0115    
  -0.526888E-20    70.7179    
  -0.526888E-20    122.665    
  -0.526888E-20    78.0115    
  -0.526888E-20    70.7179    
  -0.526888E-20    124.469    
  -0.526888E-20    157.861    
  -0.526888E-20    89.8048    
  -0.526888E-20    124.469    
  -0.526888E-20    157.861    
  -0.526888E-20    89.8048    
  -0.526888E-20    46.0025    
  -0.526888E-20    148.582    
  -0.526888E-20    88.1503    
  -0.526888E-20    46.0025    
  -0.526888E-20    148.582    
  -0.526888E-20    88.1503    
  -0.526888E-20    136.356    
  -0.526888E-20    147.737    
  -0.526888E-20    165.165    
  -0.526888E-20    136.356    
  -0.526888E-20    147.737    
  -0.526888E-20    165.165    
   0.164132E-20    138.668    
   0.164132E-20    84.6362    
   0.164132E-20    34.6842    
   0.164132E-20    84.6362    
   0.164132E-20    138.668    
   0.164132E-20    34.6842    
   0.164132E-20    140.430    
   0.164132E-20    84.5145    
   0.164132E-20    155.948    
   0.164132E-20    84.5145    
   0.164132E-20    140.430    
   0.164132E-20    155.948    
   0.164132E-20    87.5992    
   0.164132E-20    114.394    
   0.164132E-20    126.765    
   0.164132E-20    114.394    
   0.164132E-20    116.298    
   0.164132E-20    126.765    
   0.164132E-20    70.2309    
   0.164132E-20    147.003    
   0.164132E-20    66.3793    
   0.164132E-20    147.003    
   0.164132E-20    70.2309    
   0.164132E-20    66.3793    
  -0.506160E-20    113.388    
  -0.506160E-20    110.080    
  -0.506160E-20    105.094    
  -0.506160E-20    109.482    
  -0.506160E-20    129.569    
  -0.506160E-20    84.5838    
  -0.506160E-20    129.569    
  -0.506160E-20    109.482    
  -0.506160E-20    131.705    
  -0.506160E-20    114.146    
  -0.506160E-20    153.395    
  -0.506160E-20    132.008    
  -0.506160E-20    129.569    
  -0.506160E-20    109.482    
  -0.506160E-20    131.705    
  -0.506160E-20    131.266    
  -0.506160E-20    153.395    
  -0.506160E-20    132.008    
  -0.506160E-20    113.388    
  -0.506160E-20    110.080    
  -0.506160E-20    105.094    
  -0.506160E-20    109.482    
  -0.506160E-20    129.569    
  -0.506160E-20    93.8135    
  -0.158039E-21    146.776    
  -0.158039E-21    129.188    
  -0.158039E-21    135.515    
  -0.158039E-21    134.998    
  -0.158039E-21    121.001    
  -0.158039E-21    148.041    
  -0.158039E-21    123.958    
  -0.158039E-21    134.998    
  -0.158039E-21    148.893    
  -0.158039E-21    150.084    
  -0.158039E-21    157.059    
  -0.158039E-21    136.770    
  -0.158039E-21    123.958    
  -0.158039E-21    134.998    
  -0.158039E-21    148.893    
  -0.158039E-21    150.084    
  -0.158039E-21    157.059    
  -0.158039E-21    136.770    
  -0.158039E-21    146.776    
  -0.158039E-21    129.188    
  -0.158039E-21    135.515    
  -0.158039E-21    134.998    
  -0.158039E-21    121.001    
  -0.158039E-21    148.041    
   0.117455E-20    110.573    
   0.117455E-20    86.4693    
   0.117455E-20    93.0334    
   0.117455E-20    86.4640    
   0.117455E-20    86.1204    
   0.117455E-20    126.109    
   0.117455E-20    86.4693    
   0.117455E-20    74.8304    
   0.117455E-20    86.4640    
   0.117455E-20    93.0334    
   0.117455E-20    138.619    
   0.117455E-20    86.4693    
   0.117455E-20    86.1204    
   0.117455E-20    74.8304    
   0.117455E-20    86.4640    
   0.117455E-20    93.0334    
   0.117455E-20    138.384    
   0.117455E-20    86.4693    
   0.117455E-20    110.906    
   0.117455E-20    86.4693    
   0.117455E-20    93.0334    
   0.117455E-20    86.4640    
   0.117455E-20    86.4693    
   0.117455E-20    126.109    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
   0.810429E-21    112.227    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
   0.810429E-21    114.260    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
  -0.371056E-20    12.0774    
  -0.371056E-20    33.6288    
  -0.371056E-20    39.9087    
  -0.371056E-20    33.4977    
  -0.371056E-20    70.5607    
  -0.371056E-20    51.2439    
  -0.371056E-20    66.6500    
  -0.371056E-20    61.5642    
  -0.371056E-20    93.8347    
  -0.371056E-20    65.0031    
  -0.371056E-20    26.2347    
  -0.371056E-20    45.8553    
  -0.371056E-20    37.4607    
  -0.371056E-20    75.5523    
  -0.371056E-20    35.1333    
  -0.371056E-20    59.3370    
  -0.371056E-20    24.9090    
  -0.371056E-20    57.4621    
  -0.371056E-20    94.4601    
  -0.371056E-20    150.297    
  -0.371056E-20    95.1797    
  -0.371056E-20    35.1120    
  -0.371056E-20    35.3154    
  -0.371056E-20    54.2885    
  -0.371056E-20    18.7699    
  -0.371056E-20    77.6881    
  -0.371056E-20    59.9394    
  -0.371056E-20    60.0536    
  -0.371056E-20    165.862    
  -0.371056E-20    32.2844    
  -0.371056E-20    38.2619    
  -0.371056E-20    131.602    
  -0.371056E-20    109.691    
  -0.371056E-20    88.7504    
  -0.371056E-20    129.844    
  -0.371056E-20    144.566    
  -0.371056E-20    101.562    
  -0.371056E-20    112.030    
  -0.371056E-20    43.7150    
  -0.371056E-20    31.7487    
  -0.371056E-20    77.6881    
  -0.371056E-20    58.3381    
  -0.371056E-20    47.5192    
  -0.371056E-20    35.9805    
  -0.371056E-20    26.3004    
  -0.371056E-20    109.691    
  -0.371056E-20    88.7504    
  -0.371056E-20    38.2619    
  -0.371056E-20    131.602    
  -0.371056E-20    129.844    
  -0.371056E-20    144.566    
  -0.371056E-20    89.7872    
  -0.371056E-20    60.0536    
  -0.371056E-20    32.2844    
  -0.371056E-20    50.1374    
  -0.371056E-20    88.7504    
  -0.371056E-20    110.594    
  -0.371056E-20    109.718    
  -0.371056E-20    79.2283    
  -0.371056E-20    63.2071    
  -0.371056E-20    52.8163    
  -0.371056E-20    93.9868    
  -0.371056E-20    148.784    
  -0.371056E-20    54.2885    
  -0.371056E-20    91.2579    
  -0.371056E-20    35.3154    
  -0.371056E-20    75.5523    
  -0.371056E-20    59.9394    
  -0.371056E-20    59.8658    
  -0.371056E-20    150.297    
  -0.371056E-20    94.4601    
  -0.371056E-20    95.1797    
  -0.526888E-20    98.8141    
  -0.526888E-20    115.376    
  -0.526888E-20    124.469    
  -0.526888E-20    115.193    
  -0.526888E-20    148.582    
  -0.526888E-20    89.8048    
  -0.526888E-20    148.582    
  -0.526888E-20    115.193    
  -0.526888E-20    136.356    
  -0.526888E-20    110.264    
  -0.526888E-20    151.732    
  -0.526888E-20    147.737    
  -0.526888E-20    148.582    
  -0.526888E-20    115.193    
  -0.526888E-20    136.356    
  -0.526888E-20    110.264    
  -0.526888E-20    151.732    
  -0.526888E-20    147.737    
  -0.526888E-20    122.665    
  -0.526888E-20    115.376    
  -0.526888E-20    124.469    
  -0.526888E-20    115.193    
  -0.526888E-20    148.582    
  -0.526888E-20    89.8048    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
   0.810429E-21    112.227    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
   0.810429E-21    114.260    
   0.810429E-21    114.260    
   0.810429E-21    112.227    
   0.258830E-21    108.088    
   0.258830E-21    116.863    
   0.258830E-21    116.863    
   0.258830E-21    108.088    
   0.258830E-21    116.863    
   0.258830E-21    108.088    
   0.258830E-21    108.088    
   0.258830E-21    116.863    
  -0.535734E-20    58.6010    
  -0.535734E-20    92.3734    
  -0.535734E-20    49.8682    
  -0.535734E-20    62.6426    
  -0.535734E-20    65.9308    
  -0.535734E-20    58.9767    
  -0.535734E-20    61.0124    
  -0.535734E-20    137.802    
  -0.535734E-20    108.744    
  -0.535734E-20    151.780    
  -0.535734E-20    78.8717    
  -0.535734E-20    128.360    
  -0.535734E-20    137.802    
  -0.535734E-20    61.0124    
  -0.535734E-20    108.744    
  -0.535734E-20    112.378    
  -0.535734E-20    128.360    
  -0.535734E-20    78.8717    
  -0.535734E-20    61.3558    
  -0.535734E-20    172.253    
  -0.535734E-20    151.042    
  -0.535734E-20    111.730    
  -0.535734E-20    165.593    
  -0.535734E-20    131.653    
  -0.535734E-20    67.5271    
  -0.535734E-20    52.4312    
  -0.535734E-20    137.802    
  -0.535734E-20    61.0124    
  -0.535734E-20    128.360    
  -0.535734E-20    78.8717    
  -0.535734E-20    151.042    
  -0.535734E-20    111.730    
  -0.535734E-20    61.3558    
  -0.535734E-20    172.253    
  -0.535734E-20    165.593    
  -0.535734E-20    131.653    
  -0.535734E-20    109.396    
  -0.535734E-20    111.730    
  -0.535734E-20    143.275    
  -0.535734E-20    150.690    
  -0.535734E-20    144.445    
  -0.535734E-20    56.8502    
  -0.535734E-20    108.744    
  -0.535734E-20    151.780    
  -0.535734E-20    61.0124    
  -0.535734E-20    137.802    
  -0.535734E-20    78.8717    
  -0.535734E-20    128.360    
  -0.260643E-21    122.914    
  -0.260643E-21    113.363    
  -0.260643E-21    125.748    
  -0.260643E-21    65.9543    
  -0.260643E-21    82.4617    
  -0.260643E-21    96.8173    
  -0.260643E-21    162.860    
  -0.260643E-21    158.118    
  -0.260643E-21    94.9281    
  -0.260643E-21    101.775    
  -0.260643E-21    48.1881    
  -0.260643E-21    134.675    
  -0.260643E-21    94.9281    
  -0.260643E-21    101.775    
  -0.260643E-21    162.860    
  -0.260643E-21    158.118    
  -0.260643E-21    51.5438    
  -0.260643E-21    134.675    
  -0.260643E-21    125.748    
  -0.260643E-21    61.2394    
  -0.260643E-21    122.914    
  -0.260643E-21    113.363    
  -0.260643E-21    82.4617    
  -0.260643E-21    96.8173    
   0.164132E-20    87.5992    
   0.164132E-20    70.2309    
   0.164132E-20    147.003    
   0.164132E-20    37.9192    
   0.164132E-20    66.3793    
   0.164132E-20    33.4633    
   0.164132E-20    140.430    
   0.164132E-20    104.734    
   0.164132E-20    84.6362    
   0.164132E-20    84.5145    
   0.164132E-20    68.1607    
   0.164132E-20    155.948    
   0.164132E-20    84.6362    
   0.164132E-20    84.5145    
   0.164132E-20    140.430    
   0.164132E-20    104.734    
   0.164132E-20    68.1607    
   0.164132E-20    155.948    
   0.164132E-20    147.003    
   0.164132E-20    37.9192    
   0.164132E-20    116.298    
   0.164132E-20    70.2309    
   0.164132E-20    66.3793    
   0.164132E-20    33.4633    
  -0.371056E-20    15.2728    
  -0.371056E-20    89.1470    
  -0.371056E-20    101.562    
